Transaction Hash,Date,From,To,Amount In (ETH),Amount Out (ETH),Fee (ETH),Fee (USD),CurrentValue,General amount,General amount USD
0x28694181e45ae50ae517708ace63ccd9788900138e8e5d3e19f98accf55e6987,2023-07-27 10:28:59,0x14f87a9023f59495b6a26dda2c65ec3ef445e4ab,0x753233ab3efcb4c8dc7b163f37062548904272a1,0.026540827755336033,0,0,0,88.32734395320321,0.026540827755336033,88.32734395320321
0x045613c17783813251e8dcc161dd5c3921e26541c187b5c6219763cf55b06052,2023-08-21 06:55:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.000867741,2.88782469318,-0.0,-0.0,-2.88782469318
0x415300c7e00799c2a87082bbf6e5c67442c291be64ad0e8b647eb1568c32387e,2023-08-28 08:41:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.00123927,4.1242657746,-0.0,-0.0,-4.1242657746
0xb0fdee3b73fbd3462f04a2ce23838c497add84e779cf7d3810899844477562c5,2023-09-04 06:48:47,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.000867489,2.88698604222,-0.0,-0.0,-2.88698604222
0xf7433730656867ccfe30cb8c7ceb107ca7e2b78b240b8f3752d21b60fe4017ba,2023-09-11 08:52:11,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.00082594,2.7487118012000002,-0.0,-0.0,-2.7487118012000002
0xb21b3bb7ff94a0837f9a37f849a31fd549d401ac25c0aa6f53835c04b89202b0,2023-09-18 08:26:11,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.000784871,2.61203499058,-0.0,-0.0,-2.61203499058
0x9baab1eaca7c8e8d55cd78542d3ba30fd6ce3583b0ea72dac1a75dbaba490f17,2023-10-17 15:32:11,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.001517016,5.04859890768,-0.0,-0.0,-5.04859890768
0x4b2d1d5e832863c58c2b653aae59d020f323cf9aef10617ccaf62daa6a75ea8a,2023-10-17 15:32:23,0x753233ab3efcb4c8dc7b163f37062548904272a1,0x19a1a4c903e57e9856fb3676e7ed4ca119fcb6eb,0,-0.003171642974493647,-0.000504,1.6773019200000001,-10.555164386255367,-0.003171642974493647,-12.232466306255366
0x8f9c482ffac9c5d48087d1ca833c518f6a2005caebf431e2e5b2a5de30a754e4,2023-10-30 07:24:47,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.000867741,2.88782469318,-0.0,-0.0,-2.88782469318
0xe9b8429dd96edd857f153ff277643ed0f9550277e4720c35077c850f07b6ad08,2023-11-06 09:36:59,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.001014662,3.3767748427599997,-0.0,-0.0,-3.3767748427599997
0xca563571d2c6863915d8f5250df83e4373f20e5d45c5094e2e8e6a1eff4e3f43,2023-11-13 10:14:47,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.00165188,5.4974236024000005,-0.0,-0.0,-5.4974236024000005
0x8fed5a6f5dc251f676eb63f25f159f598dbe977f7fb6472c25faab38668b19d3,2023-11-13 10:15:23,0x753233ab3efcb4c8dc7b163f37062548904272a1,0x47b54bd326a9e0b9cbaed6aab6ccda085b53e3ad,0,-0.012241574780842385,-0.000987,3.28471626,-40.739716039147844,-0.012241574780842385,-44.02443229914785
0xd1a81d9ad523eee3624a7415bdf34cc2ce30fcf03ba2ff962646b6fe8078382a,2023-11-20 11:48:23,0xf6c3cc834936d2533c1b570e081c8acf71ebab28,0x753233ab3efcb4c8dc7b163f37062548904272a1,0.026914422900944156,0,0,0,89.57066112588413,0.026914422900944156,89.57066112588413
