Transaction Hash,Date,From,To,Amount In (ETH),Amount Out (ETH),Fee (ETH),Fee (USD),CurrentValue,General amount,General amount USD
0x78032c7146554df68e4bafc7f2a6e82d172a42eea9dcad5b4e6bd9f0ecfe8323,2023-12-04 15:10:47,0x642877f3e92c3897475cba47aa6a999af3d9d951,0x753233ab3efcb4c8dc7b163f37062548904272a1,0.048670800439984035,0,0,0,162.167700109996,0.048670800439984035,162.167700109996
0x40c7e45e868d6f80efddb0112e63fe6cbb8034408978f0f43a6649a19649e91a,2023-12-04 15:11:35,0x753233ab3efcb4c8dc7b163f37062548904272a1,0xdac17f958d2ee523a2206206994597c13d831ec7,0,-0.0,-0.002271995,7.57012830035,-0.0,-0.0,-7.57012830035
